created_at,user.location,user.followers_count,user.friends_count,text
2019-02-28 06:59:32,,413,585,"@realDonaldTrump 
{HUGE BREAKING NOW!! - HEADLINE: TRUMP GETS NOTHING FROM N. KOREA! TRUMP LEAVES SUMMIT WITH HIS D… https://t.co/4kwlC2N91z"
2019-02-28 06:59:32,,117,429,@FreeAsiaBiBi I hope that Congress and the Trump administration can do something about this situation.
2019-02-28 06:59:33,"edithvale,victoria, australia",341,869,"In a normal society, the testimony of #MichaelCohen would bring down a president. This is not normal. Without evide… https://t.co/TtcCtbzr9K"
2019-02-28 06:59:33,St. Tropez,489,2288,New Jersey Senate passes bill to keep Trump off 2020 ballot unless he releases tax returns https://t.co/C76kcBaZpR
2019-02-28 06:59:33,,260283,305,US President Donald Trump and North Korean leader Kim Jong-un failed to reach an agreement at their second nuclear… https://t.co/i1ChhRdY9s
2019-02-28 06:59:33,,57,111,"@BBCWorld @BBCBreaking More proof that it's impossible to tolerate Trump more than one meal at a time!

Even despic… https://t.co/wdrhgqfwzu"
2019-02-28 06:59:33,Toward Heaven ,12,64,Trump is holding conference now after summit meeting https://t.co/R6db4IGPis @realDonaldTrump
2019-02-28 06:59:33,,87,207,"Trump, Kim Summit Ends With No Agreement.
https://t.co/FQ79r4w58C"
2019-02-28 06:59:33,Lost in time,119,448,@ImpPoster The entire trump family https://t.co/w7zfQ8rIu3
2019-02-28 06:59:33,,99,409,Aren't there laws against profiting from crime or did Trump change that?
2019-02-28 06:59:33,"Brooklyn, NY",90,2,Los Angeles Times - President Trump's summit with Kim Jong Un ends with no agreement Trump and Kim scrap a workin... https://t.co/f7M0qUyWHg
