created_at,user.location,user.followers_count,user.friends_count,text
2019-02-19 11:16:33,out there in the universe,69,247,#TuesdayThoughts run bts today
2019-02-19 11:16:34,"Washington State, USA",2424,1770,"#TuesdayThoughts
Looking forward to these road trips when warmer weather arrives https://t.co/7PV2KqvL3z"
2019-02-19 11:16:35,"Virginia, USA",149,86,This is why you need to make sure you have a supply of fresh books on hand. #TuesdayThoughts https://t.co/xnjpGdYDK6
2019-02-19 11:16:36,"New Jersey, USA",1378,3752,Everything is sweeter when you add a dash of love to it. #TuesdayThoughts #love #coffee #marriage https://t.co/n3jTJBMSCh
2019-02-19 11:16:37,www.annabellasescorts.com,3256,287,"Gorgeous #Cutie @Nadia1371 

Petite yet naturally Busty #escort wants to ride your cock 

call 01908711821… https://t.co/7lXC6CZIvK"
2019-02-19 11:16:37,United States,1501,2347,I want to believe you but I live in the United States of Trump. It is the exact opposite here. #RESIST… https://t.co/ygwBXscVUt
2019-02-19 11:16:37,"Chittagong, Bangladesh",336,415,"looking for product packaging design
Go link https://t.co/yPF3eMzAAk  
 
#packagingdesign #packaging #label… https://t.co/gf9lefTmfR"
2019-02-19 11:16:38,USA,6409,6608,"#TuesdayThoughts
Dear @POTUS  #BuildThatWall  and Build it tall , build it in honor of every dead #American killed… https://t.co/vNafN7sGJf"
2019-02-19 11:16:42,"Kent, UK",2961,800,"Ever suspected your hubby's ex wants you dead?
#TuesdayThoughts 
A gorgeous #romantic #comedy #thriller from the be… https://t.co/9w0D6DZfqg"
2019-02-19 11:16:46,Mombasa.,226,575,Meanwhile...De Gea will be pocketing a freaking massive ksh.55million per week! Damn it! He'll overtake pogba/sanch… https://t.co/LdFidx4Fn2
2019-02-19 11:16:49,"Florida, USA",76,521,😔 that I have to mute famous people that I always admired because of their pure hatred for the President. I stopped… https://t.co/EGtjC6W589
2019-02-19 11:16:50,"Pune, India",62,97,Alas if only fasting could Prolong A Life #Karvachauth #LostPilots #AeroShow #AeroIndia2019 #SuryaKirans #Banglore… https://t.co/jR12MA9lrg
2019-02-19 11:16:50,"Lagos, nigeria",723,829,"In a matter of time we are not going to have the resources needed to take care of this country. ""Nigeria""… https://t.co/kgQMhJlYmi"
2019-02-19 11:16:55,Living in Portugal,2160,1673,"""Stop Making #Excuses for Toxic People. You Can Not Put a Flower In An Asshole And Call It a Vase""… https://t.co/IcZPWaVtPJ"
2019-02-19 11:16:57,United Kingdom,226,324,"I #Havestyleandadisability .

 My blog is https://t.co/FUHOMWC1lE

#Disability #fashion #TuesdayMotivation… https://t.co/yOeZg30NCF"
2019-02-19 11:17:02,England,40639,44066,"#Lunch #LifeStories Part 2
Decision Making at 600MPH

Sir Ian Ferguson RAF Fighter Pilot tells us #TuesdayThoughts… https://t.co/EePFT8HW6E"
